symbol,name,sector,price,price_per_earnings,dividend_yield,dividend,earnings_per_share,low_52wk,high_52wk,market_cap,ebitda,price_per_sales
GE,General Electric,Industrials,14.45,13.76,3.147541,0.4548196745,-0.72,30.59,14.71,132249296250,-206000000,1.0887611
GGP,General Growth Properties Inc.,Real Estate,21.62,13.86,4.005462,0.8659808844,1.34,25.72,18.83,21018887283,1740540000,17.003777
GIS,General Mills,Consumer Staples,53.99,17.53,3.5864594,1.93632943006,2.77,63.73,49.65,31098243069,3107600000,2.0389178
GM,General Motors,Consumer Discretionary,40.75,6.58,3.5857513,1.46119365475,6,46.76,31.92,61536606173,23541000000,0.5633218
GPC,Genuine Parts,Consumer Discretionary,96.31,21.17,2.7198548,2.61949215788,4.6,107.75,79.86,14554321748,1201517000,1.212236
GILD,Gilead Sciences,Health Care,78.22,8.16,2.754954,2.1549250188,9.95,89.54,63.759,108106822109,17590000000,5.2087464
GPN,Global Payments Inc.,Information Technology,100.59,27.86,0.037622273,0.0378442444107,1.58,113.26,76.47,16920023264,960345000,5.775833
GS,Goldman Sachs Group,Financials,246.35,12.44,1.1668612,2.8745625662,8.61,273.79,209.62,96978500251,0,2.309415
GT,Goodyear Tire & Rubber,Consumer Discretionary,30.75,9.92,1.6731402,0.5144906115,4.74,37.2,28.81,8244568238,2044000000,0.72725976
GWW,Grainger (W.W.) Inc.,Industrials,258.6,22.57,1.9700643,5.094586279800001,10.02,298.145,155,14639308205,1279846000,1.3995146
HAL,Halliburton Co.,Energy,47.41,38.86,1.4489837,0.68696317217,-0.53,57.86,38.181,43356557470,2910000000,2.1424224
HBI,Hanesbrands Inc,Consumer Discretionary,19.57,10.04,2.7322404,0.5346994462799999,1.41,25.73,18.9,8006268615,926153000,1.6339768
HOG,Harley-Davidson,Consumer Discretionary,47.54,13.7,3.0218647,1.43659447838,2.98,63.4,44.52,8158949890,1058817000,1.66195
HRS,Harris Corporation,Information Technology,149.84,26.38,1.4922442,2.2359787092800003,4.43,160.67,104.16,18140726600,1368000000,2.9516637
HIG,Hartford Financial Svc.Gp.,Financials,53.34,14.34,1.7901897,0.9548871859800001,2.27,59.2,46.35,19926305632,0,1.3939538
HAS,Hasbro Inc.,Consumer Discretionary,96.48,20.57,2.2304833,2.1519702878399998,4.34,116.2,87.92,12732072001,1028425000,3.2375681
HCA,HCA Holdings,Health Care,95.97,14.07,1.4227642,1.3654268027399998,5.94,106.84,71.18,34449052800,8202000000,0.7251921
HCP,HCP Inc.,Real Estate,22.64,10.99,6.330197,1.4331566008,1.33,33.67,22.8,10967755538,1412684000,8.127109
HP,Helmerich & Payne,Energy,64.87,-54.51,4.1499925,2.69210013475,-1.2,75.02,42.16,7345243806,483673000,3.7385862
HSIC,Henry Schein,Health Care,70.85,19.85,0,0,3.1,93.495,65.28,11452961984,1033985000,1.262194
HES,Hess Corporation,Energy,43,-9.33,2.2670596,0.974835628,-19.94,55.48,37.25,14016129999,-819000000,3.780475
HPE,Hewlett Packard Enterprise,Information Technology,15.04,11.57,1.9280206,0.28997429824,0.21,24.88,12.815,24800859640,3683000000,1.4609766
HLT,Hilton Worldwide Holdings Inc,Consumer Discretionary,78.66,36.42,0.7315289,0.57542063274,1.05,88.11,55.79,26242415796,2815000000,3.7628453
HOLX,Hologic,Health Care,38.8,19.21,0,0,2.64,46.8,35.76,11181493750,1561000000,4.80335
HD,Home Depot,Consumer Discretionary,181.22,28.1,1.8610487,3.3725924541400003,6.46,207.605,136.82,223378633329,16513000000,2.8964398
HON,Honeywell Int'l Inc.,Industrials,146.02,20.68,1.9710299,2.87809785998,2.08,165.13,119.31,114422168609,8333000000,2.8267899
HRL,Hormel Foods Corp.,Consumer Staples,32.21,20.39,2.2907758,0.7378588851800001,1.57,38,29.75,17338613096,1422305000,2.5174792
HST,Host Hotels & Resorts,Real Estate,18.75,11.23,4.1131105,0.77120821875,1.02,21.53,17.26,14394715334,1547000000,3.5549128
HPQ,HP Inc.,Information Technology,19.92,12.07,2.6270628,0.52331090976,1.49,24.1,15.39,34895294088,3700000000,0.8954903
HUM,Humana Inc.,Health Care,262.37,22.39,0.6040015,1.58471873555,4.06,293.35,189.01,36973617235,0,0.9256895
HBAN,Huntington Bancshares,Financials,15.1,15.41,2.8132992,0.4248081792,1,16.53,12.14,16766497291,0,3.5112102
HII,Huntington Ingalls Industries,Industrials,225.37,18.75,1.2264713,2.76409836881,12.15,253.44,183.42,10628247899,1107000000,1.8924941
IDXX,IDEXX Laboratories,Health Care,169.28,53.57,0,0,2.94,198.73,140.63,15422885020,478307000,7.97525
INFO,IHS Markit Ltd.,Industrials,43.73,26.19,0,0,1,49.19,37.82,17969275816,1018900000,5.0604
ITW,Illinois Tool Works,Industrials,156.15,23.62,1.9089574,2.9808369801000003,4.86,179.07,126.52,55994378108,3924000000,3.9286149
ILMN,Illumina Inc,Health Care,209.54,52.25,0,0,4.92,248.97,158.0203,32295200000,1192000000,11.713953
INCY,Incyte,Health Care,83.92,-119.89,0,0,0.54,153.15,84.21,18220961259,-81686000,17.02699
IR,Ingersoll-Rand PLC,Industrials,87.6,19.38,1.9739007,1.7291370131999997,5.07,97.67,77.26,22785450609,1987100000,1.6147361
INTC,Intel Corp.,Information Technology,42.75,12.32,2.6548672,1.134955728,1.98,50.85,33.23,211536000000,26247000000,3.348876
ICE,Intercontinental Exchange,Financials,67,22.95,5.4298644,3.638009148,2.37,76.1378,56.8,41373051167,3103000000,9.619987
IBM,International Business Machines,Information Technology,147.59,10.67,3.8999026,5.75586624734,6.11,182.79,139.13,142433003505,16557000000,1.817167
IP,International Paper,Materials,56.05,15.57,3.206751,1.7973839355,5.14,66.94,49.6,24465996443,3004000000,1.0738261
IPG,Interpublic Group,Consumer Discretionary,21.34,15.46,3.3802817,0.72135211478,1.49,25.71,18.3,8277363031,1074900000,1.4712903
IFF,Intl Flavors & Fragrances,Materials,138,24.17,1.9341276,2.669096088,5.05,157.4,116.3,11270040447,699963000,4.4208813
INTU,Intuit Inc.,Information Technology,152.75,40.52,0.96720195,1.477400978625,3.72,170.59,111.9,41233771565,1654000000,9.633731
ISRG,Intuitive Surgical Inc.,Health Care,381.87,48.58,0,0,5.67,452,233.10643,44866621303,1153700000,14.655261
IVZ,Invesco Ltd.,Financials,31.92,11.87,3.466826,1.1066108592000001,2.74,38.43,29.36,13620847614,1606200000,2.6513786
IQV,IQVIA Holdings Inc.,Health Care,95.23,21.74,0,0,0.76,110.67,75.94,20426488713,1542000000,2.8477087
IRM,Iron Mountain Incorporated,Real Estate,32.07,15.42,7.08258,2.271383406,0.46,41.53,32.05,9410249279,1116140000,3.2898626
JBHT,J. B. Hunt Transport Services,Industrials,114.81,30.62,0.8139042,0.93444341202,6.19,126.49,83.35,12945366350,1007309000,1.7697402
JEC,Jacobs Engineering Group,Industrials,62.82,19.45,0.9089532,0.57100440024,2.43,72.18,49.31,9326484316,409832000,1.2129636
SJM,JM Smucker,Consumer Staples,118.37,15.35,2.6036885,3.08198607745,5.1,143.68,99.565,13612394896,1411300000,2.496677
JNJ,Johnson & Johnson,Health Care,126.36,17.31,2.5566885,3.2306315885999997,0.39,148.32,113.15,353062464971,22430000000,4.6326222
JCI,Johnson Controls International,Industrials,36.55,14,2.7659574,1.0109574297,1.71,44.37,34.51,34822224800,4295000000,1.1415336
JPM,JPMorgan Chase & Co.,Financials,107.88,15.43,1.9845841,2.14096932708,6.3,117.3529,81.635,386613611000,0,3.3714993
JNPR,Juniper Networks,Information Technology,24.66,14.09,1.5754234,0.38849941043999997,0.78,30.96,23.87,9267350000,1115500000,1.8543326
KSU,Kansas City Southern,Industrials,103.53,19.8,1.3445379,1.39200008787,9.16,114.85,81.54,11037040988,1295400000,4.281897
K,Kellogg Co.,Consumer Staples,65.98,16.5,3.363962,2.2195421276,1.95,76.69,58.76,22182794875,1827000000,2.3173764
KEY,KeyCorp,Financials,20.08,14.66,1.9876952,0.39912919616,1.12,22.22,16.28,22589744920,0,3.270451
KMB,Kimberly-Clark,Consumer Staples,111.69,17.93,3.5599859,3.97614825171,6.41,136.21,109.67,39449596000,4033000000,2.1947837
KIM,Kimco Realty,Real Estate,14.01,9.28,7.7134986,1.0806611538600002,0.8,25.15,14.33,6180487499,701190000,7.0508943
KMI,Kinder Morgan,Energy,16.8,25.07,2.891845,0.48582996,0.01,22.75,16.56,38612712234,5981000000,2.823936
KLAC,KLA-Tencor Corp.,Information Technology,98.54,16.59,2.2988505,2.2652872827,5.88,121.65,86.33,16078622033,1506642000,4.3395863
KSS,Kohl's Corp.,Consumer Discretionary,60.34,16.01,3.4965036,2.10979027224,3.12,69.14,35.16,10570861198,2286000000,0.8557757
KHC,Kraft Heinz Co,Consumer Staples,71.58,20.11,3.3990483,2.43303877314,2.81,97.77,72.05,89618309338,7832000000,4.6780853
KR,Kroger Co.,Consumer Staples,27.57,13.07,1.7301039,0.47698964523,2.05,34.75,19.69,25471355847,5342000000,0.27961263
LB,L Brands Inc.,Consumer Discretionary,47.77,12.77,4.886988,2.3345141676,3.98,63.1,35,13862042842,2329000000,1.7060977
LLL,L-3 Communications Holdings,Industrials,198.79,23.14,1.4444605,2.87144302795,8.51,218.705,159.43,16229343134,1137000000,1.4884604
LH,Laboratory Corp. of America Holding,Health Care,165.46,17.79,0,0,7.02,181.715,130.292,17271388000,1861200000,2.2459624
LRCX,Lam Research,Information Technology,162.23,16.29,1.1652974,1.89046197202,9.22,219.7,113.1982,27967534829,2967218000,3.0405293
LEG,Leggett & Platt,Consumer Discretionary,43.99,17.88,3.1454785,1.3836959921499998,2.76,54.97,42,6034600480,447000000,2.0302901
LEN,Lennar Corp.,Consumer Discretionary,59.11,15.35,0.26268265,0.155271714415,3.38,72.17,43.647053,14615967194,1405319000,1.1468264
LUK,Leucadia National Corp.,Financials,23.86,15.39,1.5993602,0.38160734372,0.33,28.3,22.23,8910389431,2201336000,1.0410156
LLY,Lilly (Eli) & Co.,Health Care,74.21,17.34,2.9327424,2.17638813504,-0.2,89.09,75.71,84475986228,3459800000,3.754678
LNC,Lincoln National,Financials,73.86,9.49,1.6813145,1.2418188897,9.24,86.68,61.45,17123031000,0,1.201944
LKQ,LKQ Corporation,Consumer Discretionary,38.86,21.35,0,0,1.5,43.8599,27.85,12469931896,1065614000,1.723609
LMT,Lockheed Martin Corp.,Industrials,334.3,24.28,2.315954,7.7422342220000004,6.83,361.79,256.4,98102120000,7115000000,1.8781451
L,Loews Corp.,Financials,46.05,15.99,4.5131636,2.0783118378,1.93,53.59,45.01,16111166935,0,1.5809761
LOW,Lowe's Cos.,Consumer Discretionary,95.01,23.87,1.6413131,1.55941157631,3.46,108.98,70.76,82909678852,7858000000,1.5653384
LYB,LyondellBasell,Materials,105.79,10.35,3.264714,3.4537409406,12.25,121.95,78.01,43556650000,6851000000,1.3037612
MTB,M&T Bank Corp.,Financials,178.35,18.91,1.6218846,2.8926311841,8.69,193.85,141.12,27840827434,0,4.6277885
MAC,Macerich,Real Estate,58.36,14.81,4.9177604,2.8700049694399996,3.43,69.73,52.12,8473119166,503183000,11.394877
M,Macy's Inc.,Consumer Discretionary,24,7.67,6.098546,1.46365104,1.98,33.73,17.405,7541063495,2446000000,0.45503208
MRO,Marathon Oil Corp.,Energy,15.68,-32,1.2247398,0.19203920064000002,-2.65,19.52,10.55,13875005314,2266000000,4.6578755
MPC,Marathon Petroleum,Energy,62.79,16.06,2.8268552,1.77498238008,6.85,73.53,47.39,31633740000,5978000000,0.42713487
MAR,Marriott Int'l.,Consumer Discretionary,133.88,32.73,0.9452879,1.26555144052,2.67,149.21,85.3725,50910130358,2620000000,2.9997249
MMC,Marsh & McLennan,Financials,79.31,20.23,1.8257059,1.44796734929,2.87,86.54,69.33,41819440000,3236000000,2.9848945
MLM,Martin Marietta Materials,Materials,208.42,30.38,0.8042038,1.67612155996,6.63,244.32,191.09,13756812736,975223000,4.416998
MAS,Masco Corp.,Industrials,40.7,22.12,0.98383695,0.4004216386500001,1.47,46.445,31.29,13428792315,1179000000,2.308266
MA,Mastercard Inc.,Information Technology,160.62,34.99,0.5926628,0.9519349893600001,3.65,177.11,105.8,187102014193,7113000000,15.020556
MAT,Mattel Inc.,Consumer Discretionary,16,-14.68,0,0,-3.06,26.3,12.71,5843402350,-203599000,1.1863722
MKC,McCormick & Co.,Consumer Staples,101.36,23.91,2.0261056,2.05366063616,3.73,109.67,90.25,13459353253,815700000,2.7788277
MCD,McDonald's Corp.,Consumer Discretionary,158.97,23.83,2.437994,3.8756790618,6.36,178.7,124.36,132101623787,10515400000,5.770237
MCK,McKesson Corp.,Health Care,150.23,11.68,0.8898776,1.33686311848,22.74,178.86,133.82,31534840262,7232000000,0.15318617
MDT,Medtronic plc,Health Care,78.38,17.04,2.2618315,1.7728235296999997,2.89,89.72,75.44,110107062300,9204000000,4.944542
MRK,Merck & Co.,Health Care,54.73,13.75,3.435934,1.8804866781999998,1.4,66.8,53.63,152241530340,8715000000,5.0893345
MET,MetLife Inc.,Financials,44.28,8.52,3.4587116,1.53151749648,0.63,56.58,44.58,48679364276,0,1.0496864
MTD,Mettler Toledo,Health Care,601,35.56,0,0,14.24,697.26,459.34,16420774443,666706000,8.372307
MGM,MGM Resorts International,Consumer Discretionary,33.5,29.65,1.2687428,0.425028838,1.92,38.41,25.15,19633674337,2680385000,2.2276719
KORS,Michael Kors Holdings,Consumer Discretionary,60.03,14.29,0,0,3.31,69.95,32.38,10053919023,456600000,3.1455927
MCHP,Microchip Technology,Information Technology,79.9,21.77,1.7512966,1.3992859834,0.66,99.17,69.76,19393095636,997492000,7.4475183
MU,Micron Technology,Information Technology,40,9.01,0,0,4.36,49.89,22.64,48576791974,12541000000,2.1912806
MSFT,Microsoft Corp.,Information Technology,85.01,25.76,1.8747908,1.59375965908,2.97,96.07,63.22,689978437468,41079000000,7.1130967
MAA,Mid-America Apartments,Real Estate,85.39,14.38,4.19652,3.583408428,2.86,110.95,86.95,9992628990,871483000,6.6291075
MHK,Mohawk Industries,Consumer Discretionary,256.57,19.08,0,0,12.48,286.85,209.9,19897356456,1750393000,2.7977824
TAP,Molson Coors Brewing Company,Consumer Staples,74.51,17.66,2.1533613,1.6044695046300002,9.27,102.14,75.79,12396862128,4708400000,1.2371694
MDLZ,Mondelez International,Consumer Staples,42.68,19.85,1.9977299,0.8526311213200001,1.91,47.23,39.19,65827817742,4355000000,2.5708609
MON,Monsanto Co.,Materials,119.08,21.53,1.7938709,2.13614146772,5.09,123.15,106.97,53076824328,4217000000,3.589782
MNST,Monster Beverage,Consumer Staples,61.99,42.17,0,0,1.19,70.215,41.02,36403831015,1229478000,14.152587
MCO,Moody's Corp,Financials,152.14,26.55,1.114065,1.694938491,1.35,167.23,106.48,30189978000,1238000000,9.932974
MS,Morgan Stanley,Financials,51.79,14.23,1.8331805,0.94940418095,3.09,58.05,40.06,97535400000,0,2.2258842
MSI,Motorola Solutions Inc.,Information Technology,98.74,19.03,2.0266979,2.0011615064599995,-1.08,107.78,77.23,16626039679,1629000000,2.6092634
MYL,Mylan N.V.,Health Care,39.25,8.35,0,0,0.93,47.82,29.39,21698849265,3113300000,2.5358944
NDAQ,"Nasdaq, Inc.",Financials,75.21,17.78,1.9671283,1.4794771944299998,4.32,83.29,65.98,12844304115,1212000000,3.2591083
NOV,National Oilwell Varco Inc.,Energy,32.64,-77.71,0.5873715,0.19171805760000002,-6.4,41.895,29.9,12940096785,353000000,2.5209634
NAVI,Navient,Financials,13.38,7.56,4.5584044,0.60991450872,1.01,16.97,11.481,3692691330,0,0.6986579
NTAP,NetApp,Information Technology,55.85,26.1,1.3881658,0.7752905993,1.81,64.0599,37.43,15375210915,1075000000,3.6687026
NFLX,Netflix Inc.,Information Technology,250.1,200.08,0,0,1.25,286.81,138.26,114805404842,809028000,9.861594
NWL,Newell Brands,Consumer Discretionary,27.91,9.72,3.1228786,0.87159541726,1.17,55.08,23.85,14438346000,2021400000,1.2810479
NFX,Newfield Exploration Co,Energy,26.38,13.12,0,0,-6.5,43.74,24.41,5695123080,896000000,4.703259
NEM,Newmont Mining Corporation,Materials,36.61,26.34,0.8101539,0.29659734279,-1.18,42.04,31.42,19749449484,1509000000,3.7076392
NWSA,News Corp. Class A,Consumer Discretionary,15.65,43.47,1.24533,0.19489414500000002,-1.28,17.29,12,9356906461,679000000,1.5518167
NWS,News Corp. Class B,Consumer Discretionary,15.85,44.03,1.2269939,0.19447853315,-1.28,17.7,12.35,9496735699,679000000,1.5718216
NEE,NextEra Energy,Utilities,145.29,21.65,2.6537917,3.85569396093,11.39,159.64,124.18,69661177770,9018000000,4.091698
NLSN,Nielsen Holdings,Industrials,33.9,18.73,3.6208732,1.2274760148,1.39,45.73,34.22,13377670080,1836000000,2.7288198
NKE,Nike,Consumer Discretionary,62.49,24.9,1.2189548,0.7617248545199999,2.51,68.83,50.35,106776113744,5162000000,3.0549932
NI,NiSource Inc.,Utilities,22.51,19.57,3.3780859,0.7604071360900001,1.02,27.76,21.93,7776566371,1448600000,2.2361343
NBL,Noble Energy Inc,Energy,25.43,105.96,1.4771049,0.37562777607000003,-2.32,39.6,22.985,13177325251,-518000000,4.6976447
JWN,Nordstrom,Consumer Discretionary,47.23,15.04,3.0020285,1.41785806055,2.02,53,37.7924,8212509855,1448000000,0.74603415
NSC,Norfolk Southern Corp.,Industrials,136.89,20.65,2.018503,2.7631287567,18.73,157.1499,109.27,40543547441,4737000000,3.8525908
NTRS,Northern Trust Corp.,Financials,96.2,19.96,1.6678249,1.6044475538,4.92,108.91,83.17,22908130223,0,4.031728
NOC,Northrop Grumman Corp.,Industrials,324.01,24.4,1.3030859,4.22212862459,11.47,349.18,231.98,58782413951,3884000000,2.209576
NCLH,Norwegian Cruise Line,Consumer Discretionary,56.01,15.35,0,0,2.78,61.48,46.96,13191507318,1529401000,3.2066104
NRG,NRG Energy,Utilities,24,17.78,1.4195584,0.34069401600000004,-2.23,29.78,14.52,8030036023,1774000000,0.9933021
NUE,Nucor Corp.,Materials,60.38,17.01,2.415766,1.4586395108000003,4.1,70.48,51.67,20003317128,2648729000,0.99837583
NVDA,Nvidia Corporation,Information Technology,217.52,82.08,0.26223776,0.570419575552,2.57,249.27,95.17,138652800000,3098000000,20.094294
ORLY,O'Reilly Automotive,Consumer Discretionary,252.22,21.91,0,0,10.73,279.23,169.43,21433781860,1965187000,3.1934319
OXY,Occidental Petroleum,Energy,68.47,195.63,4.4081864,3.01828522808,-0.75,78.09,57.2,53467692395,5205000000,6.044895
OMC,Omnicom Group,Consumer Discretionary,75.91,15.27,3.1838684,2.41687450244,4.79,86.71,65.32,17377551986,2366000000,1.5327156
OKE,ONEOK,Energy,54.4,34,5.4436197,2.9613291168,1.66,61.36,47.14,21988472489,1851783000,2.6159565
ORCL,Oracle Corp.,Information Technology,46.84,18.81,1.5551463,0.7284305269200001,2.2,53.14,40.01,202302349740,16545000000,5.2561646
PCAR,PACCAR Inc.,Industrials,66.98,15.72,1.455816,0.9751055568000001,4.75,79.69,61.93,24152102921,3619200000,1.28693
PKG,Packaging Corporation of America,Materials,111.95,18.57,2.1514556,2.4085545442,7.07,131.1316,88.47,11051273948,1214900000,1.741522
PH,Parker-Hannifin,Industrials,174.51,21.6,1.4401833,2.51326387683,7.24,212.8,145.38,24421668509,2092089000,1.8652664
PDCO,Patterson Companies,Health Care,32.88,14.05,3.0723782,1.0101979521600002,1.79,48.295,32.07,3209792400,359644000,0.7872792
PAYX,Paychex Inc.,Information Technology,61.86,27.49,3.0892801,1.9110286698599999,2.26,73.1,54.2,23253666810,1414900000,7.248487
PYPL,PayPal,Information Technology,72.32,49.53,0,0,1.47,86.32,39.92,90708000000,2932000000,6.935696
PNR,Pentair Ltd.,Industrials,66.67,18.89,2.03933,1.3596213110000002,3.63,74.84,57.63,12466660892,863700000,2.5191512
PBCT,People's United Financial,Financials,18.56,18.02,3.59375,0.6669999999999999,0.97,20.14,15.965,6527616000,0,3.9272704
PEP,PepsiCo Inc.,Consumer Staples,110.15,21.51,2.8370044,3.1249603466,4.36,122.51,104.77,161413271020,12843000000,3.6705062
PKI,PerkinElmer,Health Care,72.06,24.68,0.3695394,0.26629009164,2.64,84.49,52.63,8351767268,445658000,3.7116463
PRGO,Perrigo,Health Care,84.44,NA,0.73126143,0.617477151492,-28.01,95.93,63.68,12326379902,0,3.3850067
PFE,Pfizer Inc.,Health Care,33.63,12.69,3.8879359,1.30751284317,3.51,39.43,31.67,208505541949,20569000000,4.0020885
PCG,PG&E Corp.,Utilities,38.24,8.75,0,0,2.78,71.57,38.45,20309412381,6471000000,1.5730644
PM,Philip Morris International,Consumer Staples,100.39,22.36,4.328479,4.3453600681,4.48,123.55,96.66,153580671803,11802000000,2.7574685
PSX,Phillips 66,Energy,92.44,21.11,2.928564,2.7071645616,9.93,107.47,75.135,47996220000,5311000000,0.47499472
PNW,Pinnacle West Capital,Utilities,74.34,16.06,3.698776,2.7496700784,3.95,92.48,73.81,8397609889,1614399000,2.9931207
PXD,Pioneer Natural Resources,Energy,169.16,118.29,0.1816118,0.30721452087999995,-3.39,199.83,125.46,29983119693,1717000000,6.7890477
PNC,PNC Financial Services,Financials,149.38,17.55,1.9354838,2.8912257004399997,10.4,160.07,115.25,73315000000,0,4.04653
RL,Polo Ralph Lauren Corp.,Consumer Discretionary,101.32,17.74,1.8570102,1.8815227346399999,-1.19,119.33,66.06,8753430477,506100000,1.3948758
PPG,PPG Industries,Materials,110.3,18.73,1.5771489,1.7395952367,6.31,122.0697,99.57,29043337549,2585000000,1.9551051
PPL,PPL Corp.,Utilities,29.52,12.83,5.2196894,1.54085231088,2.79,40.2,29.205,20839814845,3937000000,3.7497053
PX,Praxair Inc.,Materials,144.07,24.63,2.1998534,3.1693287933799996,4.32,166.95,115.53,42948664203,3632000000,3.887915
PCLN,Priceline.com Inc,Consumer Discretionary,1806.06,24.26,0,0,42.66,2067.99,1589,91817448863,4803487000,9.176564
PFG,Principal Financial Group,Financials,60.38,11.96,3.1914895,1.9270213601000001,4.5,75.585,58.9401,18457199721,0,1.7167546
PG,Procter & Gamble,Consumer Staples,80.22,20.46,3.3704789,2.70379817358,5.6,94.67,80.1,206318943299,17249000000,3.1595004
PGR,Progressive Corp.,Financials,51.07,20.76,2.1061797,1.0756259727900002,2.73,58.25,36.84,31062780000,0,1.1458876
PLD,Prologis,Real Estate,58.33,20.76,2.931379,1.7098733707,3.06,67.53,48.69,31953288000,2969194000,14.380373
PRU,Prudential Financial,Financials,103.38,9.99,2.6985698,2.78978145924,9.73,127.14,97.88,47136080000,0,1.083727
PEG,Public Serv. Enterprise Inc.,Utilities,46.73,16.11,3.60587,1.6850230509999997,1.75,53.28,41.67,24138050331,3613000000,3.4491453
PSA,Public Storage,Real Estate,180.49,18.21,4.316159,7.790235379099999,6.81,232.21,180.9254,32258539942,1924803000,16.16417
PHM,Pulte Homes Inc.,Consumer Discretionary,28.67,12.86,1.2036108,0.34507521636000005,1.44,35.21,21.06,8792572352,992811000,1.0341544
PVH,PVH Corp.,Consumer Discretionary,142.68,20.98,0.100529455,0.143435426394,6.77,157.96,84.53,11478625926,1057500000,1.7617522
QRVO,Qorvo,Information Technology,76.85,19.71,0,0,-0.13,85.24,62.68,9877885146,806875000,3.389142
QCOM,QUALCOMM Inc.,Information Technology,62.42,16.51,3.5055351,2.18815500942,1.65,69.28,48.92,96282828902,4191000000,4.263658
PWR,Quanta Services Inc.,Industrials,33.51,17.54,0,0,1.28,40.105,30.23,5330131216,649404000,0.77893436
DGX,Quest Diagnostics,Health Care,96.42,17.07,1.9884669,1.91727978498,5.5,112.965,90.1,13578300000,1453000000,1.7709883
RRC,Range Resources Corp.,Energy,12.82,35.61,0.6097561,0.07817073202000001,-2.79,34.09,12.7,3255587970,820095000,1.9624339
RJF,Raymond James Financial Inc.,Financials,86.06,16.94,1.0982976,0.9451949145599999,4.12,99.1,71.35,13216271700,0,1.9734555
RTN,Raytheon Co.,Industrials,198.74,25.78,1.5612764,3.10288071736,6.95,213.45,147.86,59066255840,3868000000,2.2938328
O,Realty Income Corporation,Real Estate,47.56,15.54,5.372036,2.5549403215999997,1.12,63.6,48.89,13784942453,1075568000,15.588069
RHT,Red Hat Inc.,Information Technology,124.65,79.9,0,0,1.68,135.77,78.48,22799923883,541809000,8.202077
REG,Regency Centers Corporation,Real Estate,55.58,15.27,3.6850338,2.04814178604,1.43,72.05,56.66,9858367494,487636000,13.762162
REGN,Regeneron,Health Care,322.62,27.93,0,0,7.74,543.5518,319.5,35950369241,2043160000,8.48541
RF,Regions Financial Corp.,Financials,17.9,17.9,1.8987342,0.33987342179999996,1,19.9,13,21500640000,0,3.474771
RSG,Republic Services Inc,Industrials,62.72,26.13,2.1362228,1.33983894016,1.77,69.4,57.53,21590903863,2734000000,2.8841186
RMD,ResMed,Health Care,89.26,31.54,1.5120423,1.3496489569800003,2.41,104.78,67.04,13233622689,636942000,6.1640687
RHI,Robert Half International,Industrials,52.26,20.18,1.7075773,0.8923798969800001,2.32,60.59,42.92,7047165475,565196000,1.3330402
ROK,Rockwell Automation Inc.,Industrials,178.73,26.48,1.7692552,3.1621898189599995,6.35,210.72,147.67,24123216432,1323200000,3.760594
COL,Rockwell Collins,Industrials,133.31,22.29,0.9748892,1.2996247925200002,4.8,139.63,89.9,22197870556,1696000000,3.781273
ROP,Roper Technologies,Industrials,259.4,27.57,0.61985797,1.6079115741799999,9.38,290.415,191.22,27247789759,1555209000,5.9715905
ROST,Ross Stores,Consumer Discretionary,75.06,26.52,0.82061803,0.615955893318,2.83,85.66,52.85,29803566306,2247009000,2.9734495
RCL,Royal Caribbean Cruises Ltd,Consumer Discretionary,122.45,16.26,1.8674136,2.2866479532,7.53,135.65,93.4,27418147452,2876309000,3.1026611
SPGI,"S&P Global, Inc.",Financials,173.31,27.38,1.0947506,1.89731226486,7.95,185.38,124.64,46585950000,3021000000,10.254704
CRM,Salesforce.com,Information Technology,104.03,520.15,0,0,0.27,114.52,79.63,79489115000,925804000,10.3738785
SBAC,SBA Communications,Real Estate,159.85,199.81,0,0,0.62,177.67,103.51,19572031314,1074240000,15.189207
SCG,SCANA Corp,Utilities,35.6,8.75,6.6830335,2.3791599260000003,4.16,71.28,35.31,5229448882,1459000000,1.651705
SLB,Schlumberger Ltd.,Energy,67.4,44.93,2.8673835,1.9326164790000002,-1.08,82.71,61.02,96529311126,3222000000,3.2297828
SNI,Scripps Networks Interactive Inc.,Consumer Discretionary,86.46,16.04,1.3761468,1.1898165232799998,5.18,88.87,64.87,11328642413,1351059000,4.374079
STX,Seagate Technology,Information Technology,47.44,11.51,5.085772,2.4126902368,2.58,56.45,30.6,14113197720,1811000000,1.3048558
SEE,Sealed Air,Materials,42.62,21.31,1.4427412,0.6148962994399999,2.46,50.62,41.22,8001938397,969700000,2.4700067
SRE,Sempra Energy,Utilities,103.36,19.14,3.1607263,3.26692670368,5.45,122.975,100.63,26163862235,3763000000,3.1530300000000002
SHW,Sherwin-Williams,Materials,387.65,26.75,0.8426688,3.2666056032,18.61,435.15,302.0101,37730994828,2160668000,2.5276077
SIG,Signet Jewelers,Consumer Discretionary,49.38,6.65,2.4730754,1.2212046325200001,7.03,77.94,46.09,3034275549,852700000,0.7564699
SPG,Simon Property Group Inc,Real Estate,152.18,13.56,5.0368075,7.6650136535,6.25,187.35,150.15,48139839531,4411515000,8.754495
SWKS,Skyworks Solutions,Information Technology,99.04,16.45,1.2629502,1.25082587808,5.41,117.65,90.53,18493080922,1122900000,6.9704437
SLG,SL Green Realty,Real Estate,90.61,14.07,3.4998922,3.17125232242,0.88,115.34,91.2,8617714345,795889000,6.5820084
